	start	GSM1421754	GSM1421755	GSM1421756	GSM1421757	GSM1421758	GSM1421759	GSM1421760	GSM1421761	GSM1421762	GSM1421763	GSM1421764	GSM1421765	GSM1421766	GSM1421767	GSM1421768	GSM1421769	GSM1421770	GSM1421771	GSM1421772	GSM1421773	GSM1421774	GSM1421775	GSM1421776	GSM1421777	GSM1421778	GSM1421779	GSM1421780	GSM1421781	GSM1421782	GSM1421783	GSM1421784	GSM1421785	GSM1421786	GSM1421787	GSM1421788	GSM1421789	GSM1421790	GSM1421791	GSM1421792	GSM1421793	GSM1421794	GSM1421795	GSM1421796	GSM1421797	GSM1421798	GSM1421799	GSM1421800	GSM1421801	GSM1421802	GSM1421803	GSM1421804	GSM1421805	GSM1421806	GSM1421807	GSM1421808	GSM1421809	GSM1421810	GSM1421811	GSM1421812	GSM1421813	GSM1421814	GSM1421815	GSM1421816	GSM1421817	GSM1421818	GSM1421819	GSM1421820	GSM1421821	GSM1421822	GSM1421823	GSM1421824	GSM1421825	GSM1421826	GSM1421827	GSM1421828	GSM1421829	GSM1421830	GSM1421831	GSM1421832	GSM1421833	GSM1421834	GSM1421835	GSM1421836	GSM1421837	GSM1421838	GSM1421839	GSM1421840	GSM1421841	GSM1421842	GSM1421843	GSM1421844	GSM1421845	GSM1421846	GSM1421847	GSM1421848	GSM1421849	GSM1421850	GSM1421851	GSM1421852	GSM1421853	GSM1421854	GSM1421855	GSM1421856	GSM1421857	GSM1421858	GSM1421859	GSM1421860	GSM1421861	GSM1421862	GSM1421863	GSM1421864	GSM1421865	GSM1421866	GSM1421867	GSM1421868	GSM1421869	GSM1421870	GSM1421871	GSM1421872	GSM1421873	GSM1421874	GSM1421875	GSM1421876	GSM1421877	GSM1421878	GSM1421879	GSM1421880	GSM1421881	GSM1421882	GSM1421883	GSM1421884	GSM1421885	GSM1421886	GSM1421887	GSM1421888	GSM1421889	GSM1421890	GSM1421891	GSM1421892	GSM1421893	GSM1421894	GSM1421895	GSM1421896	GSM1421897	GSM1421898
0	156186432	0.0580357142857	0.25	0.232091690544	0.351417004049	0.502868068834	0.339449541284	0.350282485876	0.352542372881	0.384105960265	0.161904761905	0.412290502793	0.404081632653	0.193324061196	0.28813559322	0.535885167464	0.282660332542	0.234138124649	0.516771998055	0.527777777778	0.365714285714	0.110694183865	0.467219917012	0.496296296296	0.346965699208	0.449180327869	0.439759036145	0.327394209354	0.279116465863	0.487394957983	0.314410480349	0.260869565217	0.272251308901	0.266129032258	0.129770992366	0.233160621762	0.337278106509	0.276397515528	0.175548589342	0.457816377171	0.38115942029	0.373931623932	0.224852071006	0.0427184466019	0.274336283186	0.383333333333	0.450222882615	0.369318181818	0.435779816514	0.460050462574	0.257080610022	0.203522504892	0.350877192982	0.3133640553	0.451247165533	0.494318181818	0.253807106599	0.375770020534	0.5256869773	0.435483870968	0.287654320988	0.245919477693	0.299270072993	0.335092348285	0.123376623377	0.434210526316	0.326086956522	0.335384615385	0.348717948718	0.192307692308	0.45219123506	0.263392857143	0.49853372434	0.469755469755	0.576496674058	0.446985446985	0.314960629921	0.192307692308	0.287517531557	0.295353982301	0.660678642715	0.0923913043478	0.384030418251	0.258064516129	0.605769230769	0.449275362319	0.451787648971	0.210344827586	0.337988826816	0.354118993135	0.422266800401	0.255905511811	0.241335044929	0.0351931330472	0.0423728813559	0.286035024697	0.243055555556	0.306818181818	0.480392156863	0.480463096961	0.480174731183	0.312093628088	0.241077441077	0.15376344086	0.123844731978	0.405646359584	0.288328588857	0.0797101449275	0.208695652174	0.368916797488	0.596153846154	0.330666666667	0.313782991202	0.165934065934	0.132420091324	0.187387387387	0.39896373057	0.172222222222	0.324475524476	0.178966789668	0.287709497207	0.313508064516	0.298140770252	0.191061452514	0.214411247803	0.0440528634361	0.148464163823	0.106741573034	0.0909090909091	0.219565217391	0.130044843049	0.248407643312	0.2	0.218827415359	0.0743243243243	0.147042864894	0.131062951496	0.105945121951	0.184615384615	0.233187772926	0.179153094463	0.206439393939	0.0807692307692	0.15	0.0819672131148	0.251269035533
1	156186438	0.142857142857	0.392670157068	0.420588235294	0.410569105691	0.562380038388	0.445609436435	0.354285714286	0.416949152542	0.523281596452	0.242718446602	0.476404494382	0.479674796748	0.248951048951	0.342372881356	0.569377990431	0.310262529833	0.313525749859	0.552901023891	0.571269487751	0.374285714286	0.20527306968	0.506286672255	0.522222222222	0.389920424403	0.511513157895	0.479838709677	0.388076490439	0.313524590164	0.514736842105	0.327510917031	0.325	0.319843342037	0.403225806452	0.166240409207	0.26455026455	0.39603960396	0.32298136646	0.16403785489	0.503726708075	0.436310395315	0.416666666667	0.272189349112	0.0779727095517	0.358407079646	0.460674157303	0.52030075188	0.467680608365	0.467592592593	0.496202531646	0.302863436123	0.214990138067	0.347517730496	0.350710900474	0.507936507937	0.584269662921	0.289340101523	0.407024793388	0.60144057623	0.459016393443	0.357142857143	0.314159292035	0.397810218978	0.37400530504	0.164502164502	0.457236842105	0.340579710145	0.435185185185	0.373056994819	0.23	0.497677504977	0.292792792793	0.560471976401	0.482625482625	0.612652608213	0.505197505198	0.341600901917	0.384615384615	0.370786516854	0.343680709534	0.724	0.0879120879121	0.456603773585	0.316129032258	0.644230769231	0.496376811594	0.501628664495	0.260416666667	0.375354107649	0.445859872611	0.525406504065	0.304780876494	0.305412371134	0.0670147954743	0.0830945558739	0.325225225225	0.291666666667	0.370229007634	0.508196721311	0.512372634643	0.523583305056	0.375821287779	0.288422477996	0.213043478261	0.196261682243	0.448430493274	0.32606010704	0.106060606061	0.247787610619	0.43937007874	0.613698630137	0.366576819407	0.360703812317	0.237723214286	0.209302325581	0.237749546279	0.448186528497	0.22905027933	0.364922206506	0.271186440678	0.272471910112	0.354838709677	0.324683965403	0.221461187215	0.239015817223	0.0533333333333	0.172945205479	0.127683615819	0.144262295082	0.242290748899	0.139013452915	0.254777070064	0.227488151659	0.25641025641	0.0810810810811	0.186311787072	0.162839248434	0.11877394636	0.184615384615	0.247151621385	0.195979899497	0.239543726236	0.105973025048	0.144444444444	0.129476584022	0.261421319797
2	156186441	0.0633484162896	0.244791666667	0.277936962751	0.343673469388	0.474187380497	0.403693931398	0.335260115607	0.340206185567	0.435840707965	0.21359223301	0.438832772166	0.373983739837	0.196105702364	0.30612244898	0.531100478469	0.275534441805	0.258046301525	0.509489051095	0.536995515695	0.342857142857	0.135849056604	0.47976391231	0.503731343284	0.363395225464	0.457236842105	0.439759036145	0.333705357143	0.269938650307	0.486315789474	0.309734513274	0.307453416149	0.298177083333	0.360655737705	0.150127226463	0.227979274611	0.34592445328	0.3	0.177215189873	0.462686567164	0.385174418605	0.371794871795	0.248520710059	0.0606653620352	0.278761061947	0.387640449438	0.463595839525	0.373106060606	0.458333333333	0.448188711036	0.237417943107	0.216110019646	0.284210526316	0.336405529954	0.43119266055	0.511235955056	0.248730964467	0.359342915811	0.539473684211	0.451612903226	0.289962825279	0.273428886439	0.339416058394	0.341688654354	0.152838427948	0.421052631579	0.297101449275	0.367283950617	0.358974358974	0.163461538462	0.473684210526	0.285714285714	0.522123893805	0.455263157895	0.573496659243	0.501043841336	0.317567567568	0.16	0.303546099291	0.320044296788	0.661322645291	0.0923913043478	0.432950191571	0.248366013072	0.615384615385	0.443014705882	0.449023861171	0.21724137931	0.340845070423	0.362377380265	0.466666666667	0.261904761905	0.254851228978	0.0296684118674	0.0685714285714	0.264864864865	0.298611111111	0.328244274809	0.480392156863	0.478770131772	0.497470489039	0.336856010568	0.271186440678	0.184497816594	0.155722326454	0.426646706587	0.303305785124	0.0797101449275	0.269565217391	0.395569620253	0.575342465753	0.32972972973	0.292397660819	0.183650615901	0.175384615385	0.184448462929	0.402631578947	0.183333333333	0.321126760563	0.227016885553	0.238095238095	0.275862068966	0.30365448505	0.193729003359	0.214788732394	0.0491071428571	0.139931740614	0.0932584269663	0.107491856678	0.221739130435	0.130044843049	0.216560509554	0.184684684685	0.212572373863	0.0743243243243	0.164405860011	0.126033057851	0.112042682927	0.153846153846	0.210296684119	0.166666666667	0.207224334601	0.0700389105058	0.0949720670391	0.0934065934066	0.223350253807
3	156186450	0.180995475113	0.394736842105	0.546783625731	0.452845528455	0.653846153846	0.526938239159	0.361581920904	0.443686006826	0.558035714286	0.31067961165	0.491582491582	0.481632653061	0.258692628651	0.361774744027	0.567307692308	0.35799522673	0.371961560204	0.568436434486	0.5859375	0.422413793103	0.226053639847	0.535653650255	0.562962962963	0.416445623342	0.544554455446	0.497967479675	0.415642458101	0.340816326531	0.531151003168	0.378854625551	0.342767295597	0.350326797386	0.435483870968	0.209718670077	0.284974093264	0.423153692615	0.353125	0.199367088608	0.504987531172	0.454810495627	0.442307692308	0.275449101796	0.0825147347741	0.377581120944	0.514285714286	0.568421052632	0.54280155642	0.5	0.528127623846	0.319474835886	0.240631163708	0.367491166078	0.396313364055	0.526077097506	0.648725212465	0.328205128205	0.421810699588	0.647550776583	0.467741935484	0.364205256571	0.338888888889	0.503703703704	0.381266490765	0.175324675325	0.480263157895	0.350364963504	0.49226006192	0.389743589744	0.240384615385	0.518345563709	0.318385650224	0.585798816568	0.520725388601	0.618888888889	0.517745302714	0.349943374858	0.346153846154	0.431400282885	0.358175750834	0.744466800805	0.108695652174	0.483018867925	0.305194805195	0.673076923077	0.523985239852	0.542763157895	0.291666666667	0.385269121813	0.512295081967	0.57418699187	0.299212598425	0.328571428571	0.0763765541741	0.115044247788	0.365272154746	0.366197183099	0.40937896071	0.514802631579	0.519708029197	0.557823129252	0.393617021277	0.319076714189	0.27032967033	0.225563909774	0.478195488722	0.351657574486	0.144927536232	0.286956521739	0.446202531646	0.624309392265	0.399463806971	0.429824561404	0.2533632287	0.245696400626	0.314442413163	0.476683937824	0.327777777778	0.371468926554	0.313653136531	0.334269662921	0.393292682927	0.354989953115	0.240761478163	0.255731922399	0.057268722467	0.240069084629	0.149774774775	0.193495934959	0.301310043668	0.156950672646	0.28025477707	0.236607142857	0.295867768595	0.0743243243243	0.21098423056	0.184536082474	0.131859756098	0.205128205128	0.28258967629	0.271685761047	0.25946969697	0.125	0.216666666667	0.162983425414	0.290076335878
4	156186453	0.0481651376147	0.191489361702	0.257396449704	0.339669421488	0.479532163743	0.341688654354	0.305389221557	0.343537414966	0.392857142857	0.161904761905	0.420993227991	0.405737704918	0.207573632539	0.269624573379	0.526442307692	0.256594724221	0.235870818916	0.517342452369	0.509561304837	0.336206896552	0.127906976744	0.478371501272	0.492424242424	0.341721854305	0.446843853821	0.455284552846	0.322869955157	0.280991735537	0.482942430704	0.302222222222	0.290625	0.293421052632	0.282258064516	0.130434782609	0.227979274611	0.355289421158	0.295950155763	0.140575079872	0.466583385384	0.385735080058	0.372549019608	0.260606060606	0.0487329434698	0.276374442793	0.396551724138	0.456923076923	0.362573099415	0.418604651163	0.465254237288	0.228794642857	0.198807157058	0.277192982456	0.3	0.460317460317	0.470254957507	0.233502538071	0.364389233954	0.53995157385	0.426229508197	0.24427480916	0.258285714286	0.293680297398	0.304582210243	0.152654867257	0.434210526316	0.304347826087	0.316614420063	0.338461538462	0.184466019417	0.43106926698	0.301369863014	0.513432835821	0.443870967742	0.581005586592	0.436325678497	0.313993174061	0.173076923077	0.304532577904	0.316258351893	0.635270541082	0.0722222222222	0.426356589147	0.290322580645	0.558823529412	0.439252336449	0.415115005476	0.185314685315	0.324822695035	0.352767962309	0.432760364004	0.263581488934	0.25	0.0353581142339	0.0610465116279	0.272068809416	0.244755244755	0.268637532134	0.472906403941	0.47619047619	0.49388171312	0.341891891892	0.266802443992	0.170189098999	0.125714285714	0.428134556575	0.294366793731	0.0735294117647	0.2	0.368088467615	0.581460674157	0.306666666667	0.299120234604	0.168564920273	0.153726708075	0.144424131627	0.372395833333	0.166666666667	0.298444130127	0.19696969697	0.244318181818	0.296220633299	0.286284953395	0.181818181818	0.20796460177	0.0616740088106	0.14358974359	0.085201793722	0.112377850163	0.204347826087	0.108597285068	0.251612903226	0.16	0.199667221298	0.0608108108108	0.1515480717	0.114788004137	0.0954927425516	0.174358974359	0.214348206474	0.160330578512	0.209125475285	0.0826923076923	0.11797752809	0.0846994535519	0.241116751269
5	228755233	0.606860158311	0.825503355705	0.820512820513	0.593495934959	0.608	0.7375	0.655172413793	0.7	0.664634146341	0.75	0.613636363636	0.713541666667	0.580729166667	0.715555555556	0.740740740741	0.751445086705	0.752604166667	0.567944250871	0.736526946108	0.76404494382	0.675	0.79746835443	0.804347826087	0.67365967366	0.619246861925	0.836538461538	0.75234521576	0.73631840796	0.792763157895	0.631067961165	0.473404255319	0.69696969697	0.701149425287	0.739263803681	0.522222222222	0.783582089552	0.318681318681	0.795811518325	0.824561403509	0.749340369393	0.765060240964	0.642201834862	0.765578635015	0.802348336595	0.615384615385	0.714285714286	0.793939393939	0.695652173913	0.757825370675	0.737556561086	0.655172413793	0.809756097561	0.682291666667	0.714285714286	0.712871287129	0.838862559242	0.533333333333	0.906832298137	0.722222222222	0.584795321637	0.582781456954	0.794444444444	0.823529411765	0.842911877395	0.699029126214	0.581395348837	0.81976744186	0.746666666667	0.760563380282	0.841739130435	0.779816513761	0.338983050847	0.638461538462	0.861801242236	0.827586206897	0.792565947242	0.788461538462	0.761194029851	0.709897610922	0.773234200743	0.608974358974	0.515625	0.864864864865	0.606060606061	0.835106382979	0.777292576419	0.766666666667	0.736526946108	0.62015503876	0.603773584906	0.809160305344	0.704467353952	0.668674698795	0.714285714286	0.628834355828	0.772413793103	0.764150943396	0.715909090909	0.702127659574	0.77106518283	0.665094339623	0.6801517067	0.78125	0.77037037037	0.847877358491	0.826619964974	0.793939393939	0.630769230769	0.798507462687	0.728395061728	0.699248120301	0.75	0.647619047619	0.74	0.691629955947	0.833333333333	0.55	0.622775800712	0.693333333333	0.679144385027	0.723163841808	0.597014925373	0.424581005587	0.609195402299	0.763440860215	0.622377622378	0.397435897436	0.71511627907	0.707865168539	0.75	0.733333333333	0.485714285714	0.644688644689	0.688888888889	0.709558823529	0.254716981132	0.52380952381	0.732142857143	0.569377990431	0.442748091603	0.605633802817	0.666666666667	0.577464788732	0.716417910448	0.715953307393
6	228755240	0.622691292876	0.824324324324	0.775641025641	0.595528455285	0.576	0.727848101266	0.620689655172	0.7	0.65243902439	0.78125	0.613636363636	0.671875	0.583333333333	0.705357142857	0.699588477366	0.734104046243	0.763020833333	0.581881533101	0.72754491018	0.730337078652	0.651810584958	0.784810126582	0.869565217391	0.659673659674	0.623430962343	0.807692307692	0.74296435272	0.726368159204	0.746710526316	0.638095238095	0.462765957447	0.695431472081	0.67816091954	0.733128834356	0.488888888889	0.787313432836	0.252747252747	0.806282722513	0.798245614035	0.741424802111	0.765060240964	0.633027522936	0.747774480712	0.78978388998	0.576923076923	0.699029126214	0.79754601227	0.673913043478	0.777594728171	0.717194570136	0.665615141956	0.793103448276	0.692708333333	0.714285714286	0.693069306931	0.843601895735	0.533333333333	0.888198757764	0.666666666667	0.567251461988	0.53642384106	0.788888888889	0.799019607843	0.841698841699	0.660194174757	0.604651162791	0.790697674419	0.733333333333	0.788732394366	0.84347826087	0.752293577982	0.372881355932	0.620512820513	0.866459627329	0.820689655172	0.796407185629	0.807692307692	0.727611940299	0.668941979522	0.769516728625	0.551282051282	0.59375	0.858108108108	0.636363636364	0.797872340426	0.772925764192	0.75	0.739393939394	0.643410852713	0.603773584906	0.770992366412	0.703832752613	0.656626506024	0.692307692308	0.603658536585	0.751724137931	0.720125786164	0.715909090909	0.68345323741	0.777424483307	0.655660377358	0.662007623888	0.776785714286	0.751851851852	0.841981132075	0.826086956522	0.791411042945	0.615384615385	0.791044776119	0.691358024691	0.676691729323	0.735507246377	0.691588785047	0.735294117647	0.678414096916	0.822580645161	0.54	0.565836298932	0.666666666667	0.637837837838	0.703389830508	0.611940298507	0.430167597765	0.624521072797	0.784946236559	0.618881118881	0.371794871795	0.709302325581	0.674157303371	0.75	0.766666666667	0.428571428571	0.6336996337	0.644444444444	0.718518518519	0.268867924528	0.534391534392	0.714285714286	0.555023923445	0.351145038168	0.549295774648	0.656084656085	0.577464788732	0.753846153846	0.719844357977
7	228755242	0.598944591029	0.82	0.820512820513	0.573170731707	0.616	0.7	0.655172413793	0.708333333333	0.682926829268	0.75	0.596590909091	0.651041666667	0.572916666667	0.716216216216	0.709543568465	0.745664739884	0.729166666667	0.59649122807	0.724550898204	0.704545454545	0.666666666667	0.816455696203	0.826086956522	0.662004662005	0.602510460251	0.839805825243	0.737335834897	0.738693467337	0.792763157895	0.638095238095	0.457446808511	0.689393939394	0.689655172414	0.726993865031	0.488888888889	0.783582089552	0.285714285714	0.82722513089	0.789473684211	0.718498659517	0.75	0.633027522936	0.749253731343	0.78978388998	0.538461538462	0.685714285714	0.802395209581	0.688405797101	0.774461028192	0.72335600907	0.677115987461	0.8	0.65625	0.72619047619	0.663366336634	0.843601895735	0.504761904762	0.888198757764	0.611111111111	0.578947368421	0.530201342282	0.794444444444	0.78431372549	0.83908045977	0.68932038835	0.627906976744	0.808139534884	0.733333333333	0.760563380282	0.845217391304	0.788990825688	0.28813559322	0.625641025641	0.86895475819	0.827586206897	0.799283154122	0.788461538462	0.716417910448	0.687285223368	0.758364312268	0.571428571429	0.5625	0.849315068493	0.69696969697	0.813829787234	0.768558951965	0.766666666667	0.736363636364	0.643410852713	0.575471698113	0.793893129771	0.718213058419	0.668674698795	0.703296703297	0.582317073171	0.762237762238	0.75786163522	0.715909090909	0.702127659574	0.775834658188	0.665094339623	0.684410646388	0.785714285714	0.783582089552	0.841981132075	0.839441535777	0.781818181818	0.646153846154	0.798507462687	0.691358024691	0.684210526316	0.746376811594	0.728971962617	0.725490196078	0.669603524229	0.833333333333	0.54	0.601423487544	0.68	0.609625668449	0.697740112994	0.592039800995	0.424581005587	0.590038314176	0.720430107527	0.597902097902	0.378205128205	0.656976744186	0.674157303371	0.722222222222	0.75	0.428571428571	0.615384615385	0.655555555556	0.731617647059	0.245283018868	0.529100529101	0.714285714286	0.497607655502	0.335877862595	0.521126760563	0.656084656085	0.549295774648	0.686567164179	0.712062256809
8	228755248	0.604221635884	0.813333333333	0.807692307692	0.593495934959	0.584	0.7	0.655172413793	0.68	0.634146341463	0.739583333333	0.636363636364	0.671875	0.557291666667	0.72	0.728395061728	0.751445086705	0.713541666667	0.571428571429	0.715568862275	0.741573033708	0.658333333333	0.803797468354	0.826086956522	0.659673659674	0.627615062762	0.8125	0.74296435272	0.731343283582	0.75	0.647619047619	0.473404255319	0.709595959596	0.67816091954	0.720858895706	0.5	0.776119402985	0.274725274725	0.816753926702	0.800751879699	0.733509234828	0.734939759036	0.614678899083	0.744807121662	0.782778864971	0.576923076923	0.695238095238	0.796407185629	0.666666666667	0.772652388797	0.744343891403	0.658307210031	0.814634146341	0.677083333333	0.690476190476	0.712871287129	0.824644549763	0.47619047619	0.875776397516	0.555555555556	0.567251461988	0.549668874172	0.808988764045	0.799019607843	0.850574712644	0.679611650485	0.511627906977	0.808139534884	0.693333333333	0.760563380282	0.84	0.770642201835	0.322033898305	0.635897435897	0.858695652174	0.765517241379	0.78972520908	0.769230769231	0.716417910448	0.672354948805	0.780669144981	0.596153846154	0.484375	0.831081081081	0.666666666667	0.81914893617	0.751091703057	0.741666666667	0.721556886228	0.581395348837	0.584905660377	0.824427480916	0.714776632302	0.674698795181	0.703296703297	0.628048780488	0.786206896552	0.745283018868	0.681818181818	0.716312056738	0.783783783784	0.646226415094	0.671302149178	0.772321428571	0.748148148148	0.842789598109	0.84347826087	0.769696969697	0.584615384615	0.80303030303	0.734567901235	0.664122137405	0.753623188406	0.710280373832	0.71568627451	0.696035242291	0.833333333333	0.53	0.640569395018	0.68	0.668449197861	0.714689265537	0.616915422886	0.426966292135	0.60153256705	0.763440860215	0.632867132867	0.358974358974	0.703488372093	0.707865168539	0.729166666667	0.766666666667	0.485714285714	0.641025641026	0.677777777778	0.735294117647	0.259433962264	0.52380952381	0.75	0.555023923445	0.404580152672	0.577464788732	0.640211640212	0.56338028169	0.731343283582	0.715953307393
9	228766391	0.735576923077	0.640625	0.869230769231	0.539594843462	0.654088050314	0.791946308725	0.764705882353	0.625	0.704697986577	0.78125	0.718662952646	0.744047619048	0.638157894737	0.724409448819	0.715596330275	0.685	0.768181818182	0.597510373444	0.678899082569	0.741071428571	0.644562334218	0.726618705036	0.756097560976	0.655778894472	0.662447257384	0.774468085106	0.767307692308	0.754237288136	0.725490196078	0.719626168224	0.489473684211	0.741666666667	0.824324324324	0.760942760943	0.49	0.831501831502	0.25	0.678260869565	0.838516746411	0.835078534031	0.810810810811	0.698113207547	0.709459459459	0.793950850662	0.608695652174	0.726315789474	0.656976744186	0.849056603774	0.733009708738	0.726582278481	0.676870748299	0.840659340659	0.633027522936	0.64367816092	0.676923076923	0.793939393939	0.512820512821	0.903485254692	0.818181818182	0.549450549451	0.574626865672	0.785714285714	0.803571428571	0.787769784173	0.556818181818	0.603448275862	0.785365853659	0.746666666667	0.888888888889	0.882797731569	0.724770642202	0.245283018868	0.648187633262	0.865996649916	0.761904761905	0.782608695652	0.681034482759	0.816037735849	0.710191082803	0.733067729084	0.705882352941	0.694736842105	0.764705882353	0.208333333333	0.752	0.822335025381	0.708737864078	0.721518987342	0.547826086957	0.639344262295	0.822580645161	0.673151750973	0.562913907285	0.875	0.642857142857	0.741666666667	0.76897689769	0.575342465753	0.892156862745	0.77994011976	0.679802955665	0.669291338583	0.798245614035	0.824817518248	0.874643874644	0.821963394343	0.803680981595	0.641025641026	0.75	0.763358778626	0.583333333333	0.729241877256	0.690265486726	0.584269662921	0.742729306488	0.84	0.432432432432	0.617391304348	0.686567164179	0.509090909091	0.739583333333	0.60101010101	0.401315789474	0.67578125	0.659090909091	0.651452282158	0.38125	0.686274509804	0.714285714286	0.75	0.514705882353	0.5	0.626126126126	0.55223880597	0.668067226891	0.328358208955	0.602150537634	0.818181818182	0.636363636364	0.478260869565	0.533333333333	0.577272727273	0.759259259259	0.622641509434	0.710843373494
