	start	GSM1421754	GSM1421755	GSM1421756	GSM1421757	GSM1421758	GSM1421759	GSM1421760	GSM1421761	GSM1421762	GSM1421763	GSM1421764	GSM1421765	GSM1421766	GSM1421767	GSM1421768	GSM1421769	GSM1421770	GSM1421771	GSM1421772	GSM1421773	GSM1421774	GSM1421775	GSM1421776	GSM1421777	GSM1421778	GSM1421779	GSM1421780	GSM1421781	GSM1421782	GSM1421783	GSM1421784	GSM1421785	GSM1421786	GSM1421787	GSM1421788	GSM1421789	GSM1421790	GSM1421791	GSM1421792	GSM1421793	GSM1421794	GSM1421795	GSM1421796	GSM1421797	GSM1421798	GSM1421799
0	156186432	0.0580357142857	0.25	0.232091690544	0.351417004049	0.502868068834	0.339449541284	0.350282485876	0.352542372881	0.384105960265	0.161904761905	0.412290502793	0.404081632653	0.193324061196	0.28813559322	0.535885167464	0.282660332542	0.234138124649	0.516771998055	0.527777777778	0.365714285714	0.110694183865	0.467219917012	0.496296296296	0.346965699208	0.449180327869	0.439759036145	0.327394209354	0.279116465863	0.487394957983	0.314410480349	0.260869565217	0.272251308901	0.266129032258	0.129770992366	0.233160621762	0.337278106509	0.276397515528	0.175548589342	0.457816377171	0.38115942029	0.373931623932	0.224852071006	0.0427184466019	0.274336283186	0.383333333333	0.450222882615
1	156186438	0.142857142857	0.392670157068	0.420588235294	0.410569105691	0.562380038388	0.445609436435	0.354285714286	0.416949152542	0.523281596452	0.242718446602	0.476404494382	0.479674796748	0.248951048951	0.342372881356	0.569377990431	0.310262529833	0.313525749859	0.552901023891	0.571269487751	0.374285714286	0.20527306968	0.506286672255	0.522222222222	0.389920424403	0.511513157895	0.479838709677	0.388076490439	0.313524590164	0.514736842105	0.327510917031	0.325	0.319843342037	0.403225806452	0.166240409207	0.26455026455	0.39603960396	0.32298136646	0.16403785489	0.503726708075	0.436310395315	0.416666666667	0.272189349112	0.0779727095517	0.358407079646	0.460674157303	0.52030075188
2	156186441	0.0633484162896	0.244791666667	0.277936962751	0.343673469388	0.474187380497	0.403693931398	0.335260115607	0.340206185567	0.435840707965	0.21359223301	0.438832772166	0.373983739837	0.196105702364	0.30612244898	0.531100478469	0.275534441805	0.258046301525	0.509489051095	0.536995515695	0.342857142857	0.135849056604	0.47976391231	0.503731343284	0.363395225464	0.457236842105	0.439759036145	0.333705357143	0.269938650307	0.486315789474	0.309734513274	0.307453416149	0.298177083333	0.360655737705	0.150127226463	0.227979274611	0.34592445328	0.3	0.177215189873	0.462686567164	0.385174418605	0.371794871795	0.248520710059	0.0606653620352	0.278761061947	0.387640449438	0.463595839525
3	156186450	0.180995475113	0.394736842105	0.546783625731	0.452845528455	0.653846153846	0.526938239159	0.361581920904	0.443686006826	0.558035714286	0.31067961165	0.491582491582	0.481632653061	0.258692628651	0.361774744027	0.567307692308	0.35799522673	0.371961560204	0.568436434486	0.5859375	0.422413793103	0.226053639847	0.535653650255	0.562962962963	0.416445623342	0.544554455446	0.497967479675	0.415642458101	0.340816326531	0.531151003168	0.378854625551	0.342767295597	0.350326797386	0.435483870968	0.209718670077	0.284974093264	0.423153692615	0.353125	0.199367088608	0.504987531172	0.454810495627	0.442307692308	0.275449101796	0.0825147347741	0.377581120944	0.514285714286	0.568421052632
4	156186453	0.0481651376147	0.191489361702	0.257396449704	0.339669421488	0.479532163743	0.341688654354	0.305389221557	0.343537414966	0.392857142857	0.161904761905	0.420993227991	0.405737704918	0.207573632539	0.269624573379	0.526442307692	0.256594724221	0.235870818916	0.517342452369	0.509561304837	0.336206896552	0.127906976744	0.478371501272	0.492424242424	0.341721854305	0.446843853821	0.455284552846	0.322869955157	0.280991735537	0.482942430704	0.302222222222	0.290625	0.293421052632	0.282258064516	0.130434782609	0.227979274611	0.355289421158	0.295950155763	0.140575079872	0.466583385384	0.385735080058	0.372549019608	0.260606060606	0.0487329434698	0.276374442793	0.396551724138	0.456923076923
5	228750177	0.928853754941	0.9875	0.952941176471	0.863157894737	0.933962264151	0.850931677019	0.926829268293	0.977272727273	0.967391304348	0.85	0.898832684825	0.873949579832	0.925	0.941747572816	0.924137931034	0.916666666667	0.919512195122	0.951219512195	0.905172413793	0.8	0.918918918919	0.992063492063	0.961538461538	0.914590747331	0.870967741935	0.954838709677	0.895721925134	0.896551724138	0.904458598726	0.933333333333	0.958762886598	0.909523809524	0.977777777778	0.917050691244	0.767441860465	0.970873786408	0.910714285714	0.918518518519	0.948995363215	0.920903954802	0.937823834197	0.938775510204	0.946721311475	0.943502824859	0.952380952381	0.943820224719
6	228750181	0.909090909091	1.0	0.952941176471	0.877192982456	0.933962264151	0.832298136646	0.951219512195	0.978260869565	0.902173913043	0.816666666667	0.88326848249	0.806722689076	0.939285714286	0.95145631068	0.944827586207	0.968421052632	0.931707317073	0.89756097561	0.922413793103	0.788235294118	0.904545454545	0.97619047619	1.0	0.935943060498	0.890322580645	0.954838709677	0.901069518717	0.905882352941	0.918238993711	0.883333333333	0.938144329897	0.919047619048	0.911111111111	0.907834101382	0.674418604651	0.961165048544	0.857142857143	0.903703703704	0.956723338485	0.949152542373	0.917098445596	0.901960784314	0.946721311475	0.915254237288	1.0	1.0
7	228750185	0.932270916335	0.95	0.929411764706	0.873684210526	0.952830188679	0.832298136646	0.878048780488	0.978260869565	0.955555555556	0.816666666667	0.905511811024	0.831932773109	0.928571428571	0.95145631068	0.944827586207	0.9375	0.909756097561	0.926108374384	0.899122807018	0.807228915663	0.936363636364	0.951612903226	0.961538461538	0.907473309609	0.903225806452	0.948387096774	0.922043010753	0.908045977011	0.949685534591	0.933333333333	0.948453608247	0.919047619048	0.933333333333	0.912442396313	0.790697674419	0.956310679612	0.839285714286	0.918518518519	0.953632148377	0.926553672316	0.943005181347	0.960784313725	0.934426229508	0.923728813559	0.857142857143	0.977528089888
8	228750187	0.9203187251	0.975	0.964705882353	0.877192982456	0.981132075472	0.850931677019	0.951219512195	0.978260869565	0.978260869565	0.816666666667	0.887159533074	0.882352941176	0.935714285714	0.941747572816	0.931034482759	0.9375	0.941463414634	0.946341463415	0.905172413793	0.811764705882	0.927927927928	0.952380952381	0.961538461538	0.907473309609	0.883116883117	0.954838709677	0.914438502674	0.931034482759	0.943396226415	0.933333333333	0.969072164948	0.913875598086	0.933333333333	0.912442396313	0.744186046512	0.95145631068	0.892857142857	0.911111111111	0.948837209302	0.937853107345	0.958549222798	0.941176470588	0.94262295082	0.935028248588	0.904761904762	0.977528089888
9	228750195	0.920948616601	0.9875	0.941176470588	0.845614035088	0.943396226415	0.782608695652	0.926829268293	0.978260869565	0.913043478261	0.85	0.891050583658	0.882352941176	0.921428571429	0.922330097087	0.91724137931	0.916666666667	0.917073170732	0.921951219512	0.89224137931	0.752941176471	0.891891891892	0.960317460317	0.884615384615	0.907473309609	0.858064516129	0.935483870968	0.909090909091	0.919540229885	0.911949685535	0.9	0.927835051546	0.889423076923	0.955555555556	0.89400921659	0.744186046512	0.95145631068	0.928571428571	0.888888888889	0.945904173107	0.937853107345	0.917098445596	0.980392156863	0.922131147541	0.920903954802	0.809523809524	0.932584269663
